epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,286.554,1.12934,2.13678,1.48713,0.83734,0.17578,0.4563,0.27023,1.11331,2.42224,1.63248,0.00052,0.00052,0.00052
2,535.463,1.10362,1.62971,1.48344,0.54836,0.4,0.41531,0.22437,1.26455,1.96198,1.7653,0.00104951,0.00104951,0.00104951
